Date,agg0,agg10,agg30,agg60,agg120
2003-06-08,16.8,2.2,4.4,7.4,12.66
2003-06-09,5.8,4.2,5.67,5.8,5.8
2003-06-10,4.9,2.0,3.27,3.67,4.6
2003-06-11,2.7,1.1,1.1,1.44,1.48
2003-06-12,0.2,0.12,0.2,0.2,0.2
2003-06-15,1.6,0.44,0.84,0.95,0.99
2003-06-18,0.1,0.03,0.06,0.06,0.06
2003-06-19,2.7,1.0,1.82,2.0,2.0
2003-06-23,6.0,0.73,1.41,1.89,3.38
2003-06-24,0.4,0.09,0.25,0.4,0.4
2003-06-30,2.5,0.84,1.84,1.95,2.04
2003-07-01,15.9,1.07,2.33,3.4,4.28
2003-07-03,32.6,1.9,3.9,6.8,12.0
2003-07-11,4.4,2.2,2.6,2.6,2.6
2003-07-18,0.8,0.35,0.35,0.36,0.4
2003-07-20,0.8,0.8,0.8,0.8,0.8
2003-07-21,1.6,1.0,1.33,1.33,1.53
2003-07-22,0.4,0.16,0.27,0.4,0.4
2003-07-24,0.9,0.13,0.32,0.61,0.65
2003-07-25,1.9,0.2,0.48,0.88,1.67
2003-07-26,9.0,5.2,5.2,5.2,6.97
2003-07-27,25.2,3.4,7.9,11.6,16.85
2003-08-14,0.2,0.2,0.2,0.2,0.2
2003-08-21,3.8,0.6,1.24,1.77,3.2
2003-08-22,3.6,0.6,1.33,2.02,2.54
2003-08-23,2.0,1.6,1.98,2.0,2.0
2003-08-27,2.2,0.85,1.01,1.95,2.0
2003-08-29,1.6,0.44,1.05,1.6,1.6
2003-09-01,3.8,0.48,1.17,2.13,3.4
2003-09-02,1.0,0.75,1.0,1.0,1.0
2003-09-07,2.2,0.61,0.78,1.38,1.38
2003-09-08,0.6,0.25,0.5,0.6,0.6
2003-09-10,21.4,0.6,1.65,3.2,5.92
2003-09-12,0.2,0.2,0.2,0.2,0.2
2003-09-19,0.4,0.4,0.4,0.4,0.4
2003-09-21,7.6,4.1,6.3,6.4,6.4
2003-09-22,1.2,0.68,1.2,1.2,1.2
2003-09-23,1.0,0.42,0.54,0.72,1.0
2003-09-24,0.1,0.04,0.06,0.06,0.06
2003-09-25,0.5,0.08,0.23,0.38,0.54
2003-09-26,0.2,0.06,0.19,0.2,0.2
2003-10-02,2.6,0.8,1.39,1.93,2.6
2003-10-03,2.4,0.7,1.06,1.1,1.1
2003-10-05,0.6,0.23,0.36,0.6,0.6
2003-10-06,2.4,0.5,1.1,1.61,2.24
2003-10-07,1.0,1.0,1.0,1.0,1.0
2003-10-08,5.2,1.0,1.98,3.14,4.29
2003-10-10,3.0,0.55,1.22,1.4,1.4
2003-10-28,2.2,0.3,0.72,1.21,1.37
2003-10-29,0.8,0.25,0.47,0.72,0.81
2003-10-31,0.6,0.41,0.6,0.6,0.6
2003-11-01,19.0,0.67,1.8,2.97,5.2
2003-11-02,3.9,0.64,0.95,1.27,1.82
2003-11-03,7.5,0.68,1.23,2.1,3.83
2003-11-15,2.0,0.26,0.78,1.1,1.8
2003-11-16,0.6,0.18,0.29,0.45,0.6
2003-11-18,5.8,0.81,1.33,1.77,2.38
2003-11-19,1.2,0.26,0.61,0.83,0.99
2003-11-20,8.2,0.6,0.97,1.78,2.77
2003-11-21,0.4,0.28,0.4,0.4,0.4
2003-11-22,11.3,0.8,2.13,3.49,5.34
2003-11-23,4.5,0.87,2.05,2.73,3.88
2003-11-25,0.2,0.07,0.2,0.2,0.2
2003-11-27,0.4,0.11,0.24,0.34,0.4
2003-11-30,1.2,0.37,1.0,1.2,1.2
2003-12-05,3.6,0.4,1.04,1.81,3.25
2003-12-11,4.4,0.63,1.2,2.0,3.2
2003-12-13,0.2,0.05,0.16,0.2,0.2
2003-12-14,1.6,0.49,1.13,1.6,1.6
2003-12-24,0.2,0.06,0.18,0.2,0.2
2003-12-25,1.9,0.11,0.33,0.64,1.12
2003-12-26,3.7,0.37,0.88,1.67,2.52
2003-12-27,1.0,0.2,0.5,0.66,0.88
2004-02-03,5.9,0.53,1.22,1.82,2.32
2004-02-04,0.1,0.11,0.13,0.13,0.13
2004-02-05,0.2,0.03,0.11,0.2,0.2
2004-02-07,1.8,0.28,0.46,0.63,1.12
2004-03-14,2.1,0.6,0.6,0.65,0.65
2004-03-15,3.5,0.43,0.96,1.76,2.74
2004-03-16,0.5,0.09,0.19,0.25,0.29
2004-03-18,0.8,0.62,0.7,0.8,0.8
2004-03-19,6.4,0.53,1.47,2.37,3.82
2004-03-28,1.8,0.34,0.65,1.23,1.8
2004-04-03,0.2,0.05,0.15,0.2,0.2
2004-04-04,0.4,0.12,0.36,0.4,0.4
2004-04-05,2.8,1.47,2.52,2.56,2.56
2004-04-06,4.6,0.29,0.8,1.21,2.0
2004-04-07,0.8,0.22,0.38,0.55,0.8
2004-04-18,1.2,0.4,0.85,0.99,1.2
2004-04-19,0.8,0.4,0.4,0.4,0.8
2004-04-20,5.4,0.67,1.95,3.28,4.47
2004-04-22,0.4,0.11,0.29,0.4,0.4
2004-04-25,0.2,0.05,0.17,0.2,0.2
2004-04-26,11.6,0.9,1.88,3.0,4.57
2004-04-27,2.0,0.27,0.6,1.08,1.51
2004-05-03,1.6,0.93,1.6,1.6,1.6
2004-05-04,9.6,1.92,2.84,3.89,4.54
2004-05-05,13.6,1.3,2.7,3.63,7.24
2004-05-14,2.2,0.4,1.09,2.01,2.2
2004-05-19,0.2,0.2,0.2,0.2,0.2
2004-05-22,1.4,0.7,1.4,1.4,1.4
2004-05-26,13.2,1.75,2.8,4.24,6.27
2004-06-04,1.6,0.22,0.54,0.85,1.21
2004-06-07,0.2,0.2,0.2,0.2,0.2
2004-06-09,0.8,0.27,0.61,0.73,0.8
2004-06-12,1.0,0.87,1.0,1.0,1.0
2004-06-15,1.6,0.36,0.93,1.16,1.6
2004-06-19,3.0,0.55,1.37,2.6,3.0
2004-06-20,1.4,0.62,0.8,0.93,1.36
2004-06-21,11.2,3.8,4.91,6.23,6.8
2004-06-22,3.2,3.11,3.2,3.2,3.2
2004-06-23,13.6,1.3,3.2,5.4,7.81
2004-06-24,1.2,0.55,0.78,0.78,0.78
2004-06-25,0.2,0.2,0.2,0.2,0.2
2004-06-28,0.4,0.15,0.26,0.38,0.4
2004-07-01,3.2,1.6,2.2,2.2,2.2
2004-07-03,0.4,0.13,0.13,0.2,0.2
2004-07-04,0.2,0.2,0.2,0.2,0.2
2004-07-05,0.2,0.06,0.19,0.2,0.2
2004-07-08,29.0,3.4,7.6,10.6,15.7
2004-07-09,5.8,1.0,2.5,3.4,4.75
2004-07-10,11.4,1.68,2.67,3.41,3.6
2004-07-11,0.2,0.1,0.2,0.2,0.2
2004-07-12,3.2,0.7,1.73,2.4,3.2
2004-07-14,4.2,0.63,1.28,2.38,2.62
2004-07-18,10.6,2.0,4.2,5.1,7.9
2004-07-19,0.4,0.22,0.4,0.4,0.4
2004-07-21,0.1,0.06,0.13,0.13,0.13
2004-07-22,0.1,0.06,0.07,0.07,0.07
2004-07-23,0.6,0.4,0.6,0.6,0.6
2004-07-24,0.0,0.0,0.0,0.0,0.0
2004-07-25,0.8,0.3,0.58,0.58,0.58
2004-07-26,4.4,0.82,1.67,2.77,3.35
2004-08-03,1.0,0.26,0.82,1.0,1.0
2004-08-04,11.8,2.27,5.1,6.8,10.0
2004-08-13,7.2,6.6,7.2,7.2,7.2
2004-08-16,7.6,5.04,5.56,7.25,7.6
2004-08-17,13.6,5.4,6.83,7.28,7.4
2004-08-19,16.7,2.5,5.6,9.95,12.8
2004-08-20,0.5,0.15,0.28,0.33,0.33
2004-08-21,0.2,0.2,0.2,0.2,0.2
2004-08-24,4.4,1.0,1.8,1.85,2.0
2004-08-25,1.2,0.26,0.63,0.73,0.8
2004-08-26,9.2,4.05,5.94,7.68,9.18
2004-08-27,2.0,0.8,1.2,1.2,1.2
2004-08-28,0.6,0.6,0.6,0.6,0.6
2004-08-29,0.1,0.03,0.07,0.07,0.07
2004-08-30,0.9,0.34,0.37,0.37,0.37
2004-08-31,2.2,2.2,2.2,2.2,2.2
2004-09-11,3.0,2.86,3.0,3.0,3.0
2004-09-12,6.8,1.5,2.55,2.85,3.18
2004-09-13,0.6,0.15,0.37,0.4,0.6
2004-09-14,3.8,1.26,1.6,1.6,2.1
2004-09-15,1.2,0.23,0.52,0.88,1.2
2004-09-17,2.0,0.31,0.8,1.15,1.5
2004-09-18,5.8,0.63,1.03,1.97,2.97
2004-09-19,1.6,0.35,0.48,0.81,1.25
2004-09-20,10.6,0.82,1.1,1.66,2.57
2004-09-21,6.6,1.0,1.76,2.12,2.4
2004-09-26,0.6,0.14,0.36,0.5,0.64
2004-09-27,0.2,0.03,0.11,0.16,0.16
2004-10-02,5.2,1.8,2.15,2.19,2.81
2004-10-03,1.4,0.35,0.44,0.67,0.8
2004-10-04,6.8,0.34,0.84,1.23,2.0
2004-10-06,2.0,0.85,1.18,1.18,1.18
2004-10-07,1.8,0.8,0.8,0.8,0.8
2004-10-15,4.1,0.67,1.77,2.65,3.45
2004-10-16,4.7,0.42,0.94,1.85,2.95
2004-10-17,25.7,0.9,1.96,3.3,5.44
2004-10-18,0.1,0.06,0.06,0.06,0.06
2004-10-20,5.2,0.55,1.36,2.08,2.95
2004-10-21,8.4,1.1,2.4,2.4,2.4
2004-10-22,15.5,2.3,3.0,3.0,5.25
2004-10-23,12.1,3.6,4.8,6.02,7.65
2004-10-25,3.6,0.83,1.41,1.6,1.6
2004-10-26,0.6,0.37,0.55,0.6,0.6
2004-10-28,3.0,0.26,0.76,1.03,1.25
2004-10-29,5.9,0.67,1.84,2.85,4.16
2004-10-30,11.3,0.55,1.35,2.51,3.57
2004-11-03,0.2,0.06,0.19,0.2,0.2
2004-11-04,1.6,0.65,1.3,1.3,1.3
2004-11-05,3.4,0.6,0.9,1.64,1.92
2004-11-07,1.5,0.18,0.49,0.84,1.45
2004-11-08,0.7,0.15,0.41,0.58,0.59
2004-11-10,5.4,1.0,2.28,3.29,4.17
2004-11-11,0.8,0.16,0.4,0.65,0.8
2004-11-12,6.8,1.83,2.48,3.29,4.6
2004-11-15,0.6,0.07,0.21,0.34,0.6
2004-11-17,0.2,0.2,0.2,0.2,0.2
2004-11-25,0.4,0.28,0.4,0.4,0.4
2004-11-26,4.4,0.26,0.66,1.22,2.37
2004-11-27,0.6,0.35,0.6,0.6,0.6
2004-12-02,0.2,0.2,0.2,0.2,0.2
2004-12-15,3.6,0.25,0.63,0.9,1.54
2004-12-16,0.6,0.22,0.4,0.4,0.4
2004-12-17,0.8,0.23,0.5,0.7,0.8
2004-12-23,3.8,0.46,1.09,1.87,2.87
2004-12-30,0.4,0.15,0.34,0.4,0.4
2005-01-01,0.2,0.04,0.13,0.2,0.2
2005-01-03,0.2,0.07,0.2,0.2,0.2
2005-01-04,5.2,0.65,1.56,1.98,2.93
2005-01-05,1.0,0.2,0.54,0.82,1.03
2005-01-06,5.0,0.72,1.24,1.92,2.96
2005-01-07,2.8,0.2,0.36,0.69,1.08
2005-01-08,4.4,0.26,0.72,1.2,1.8
2005-01-09,1.2,0.6,0.6,0.6,0.6
2005-01-10,2.8,0.23,0.51,0.91,1.61
2005-01-11,2.1,0.27,0.66,1.27,2.03
2005-01-12,0.1,0.04,0.1,0.1,0.1
2005-01-17,0.4,0.05,0.16,0.2,0.31
2005-02-10,5.2,0.44,1.17,2.22,3.67
2005-03-16,0.6,0.15,0.36,0.52,0.6
2005-04-06,4.2,0.35,0.85,1.41,2.2
2005-04-07,1.6,0.94,1.36,1.6,1.6
2005-04-08,0.6,0.29,0.59,0.6,0.6
2005-04-10,1.4,0.49,0.73,0.73,0.73
2005-04-12,0.2,0.07,0.2,0.2,0.2
2005-04-13,0.2,0.2,0.2,0.2,0.2
2005-04-14,1.6,0.11,0.34,0.62,0.94
2005-04-15,0.2,0.05,0.15,0.2,0.2
2005-05-02,6.8,0.9,1.63,2.87,4.35
2005-05-03,0.4,0.33,0.4,0.4,0.4
2005-05-04,0.4,0.09,0.25,0.4,0.4
2005-05-06,2.6,1.0,2.1,2.6,2.6
2005-05-10,1.0,0.64,1.0,1.0,1.0
2005-05-18,1.2,0.47,0.6,0.6,0.71
2005-05-19,2.8,0.4,1.11,1.64,2.15
2005-05-20,8.4,0.52,1.13,1.87,2.6
2005-05-21,5.0,2.8,4.28,4.8,4.8
2005-05-22,3.8,3.2,3.8,3.8,3.8
2005-05-23,4.0,4.0,4.0,4.0,4.0
2005-05-24,0.2,0.2,0.2,0.2,0.2
2005-05-31,20.2,2.6,5.6,5.99,7.86
2005-06-01,17.0,3.2,6.7,9.07,11.95
2005-06-02,3.4,0.31,0.76,1.32,2.27
2005-06-03,2.6,0.93,1.91,2.32,2.39
2005-06-04,19.8,1.4,2.89,4.6,7.03
2005-06-06,5.4,0.87,1.73,2.52,3.43
2005-06-11,22.8,5.4,7.2,10.8,15.6
2005-06-12,15.4,0.93,1.68,2.48,4.53
2005-06-13,11.6,1.62,1.92,3.07,4.23
2005-06-14,0.6,0.12,0.3,0.51,0.6
2005-06-17,1.2,0.22,0.56,0.84,1.08
2005-06-21,18.8,2.9,5.9,7.12,11.27
2005-07-02,8.4,4.4,7.8,7.8,7.8
2005-07-03,1.9,0.73,1.16,1.6,1.91
2005-07-04,10.5,1.8,4.07,6.13,9.91
2005-07-05,0.8,0.22,0.48,0.64,0.8
2005-07-06,4.8,0.53,1.2,1.96,2.68
2005-07-07,0.6,0.35,0.52,0.6,0.6
2005-07-15,17.4,3.2,3.88,5.03,6.23
2005-07-19,20.6,12.2,12.99,16.6,17.18
2005-07-20,1.8,0.81,0.96,1.0,1.0
2005-07-21,3.2,0.62,0.88,1.25,1.56
2005-07-30,23.6,5.6,8.13,8.13,8.88
2005-07-31,6.0,0.57,1.24,2.2,3.45
2005-08-01,0.0,0.02,0.02,0.02,0.02
2005-08-03,1.2,0.52,0.71,0.94,1.2
2005-08-04,0.2,0.04,0.13,0.2,0.2
2005-08-05,3.4,1.02,1.38,1.6,1.6
2005-08-08,4.6,0.4,0.84,1.09,1.88
2005-08-12,0.2,0.2,0.2,0.2,0.2
2005-08-24,1.2,0.22,0.56,1.03,1.2
2005-08-25,16.0,1.4,2.8,4.9,7.41
2005-08-26,2.4,1.5,2.4,2.4,2.4
2005-08-27,1.6,0.44,0.75,1.0,1.0
2005-09-02,1.8,1.25,1.57,1.57,1.62
2005-09-07,4.8,1.35,2.6,4.41,4.8
2005-09-14,4.8,0.87,2.3,4.23,4.8
2005-09-18,2.4,0.33,0.88,1.28,1.85
2005-09-25,5.6,3.94,5.6,5.6,5.6
2005-09-27,4.8,0.46,0.97,1.67,2.49
2005-09-28,3.4,3.15,3.4,3.4,3.4
2005-09-30,0.2,0.2,0.2,0.2,0.2
2005-10-01,5.0,0.6,0.89,1.33,2.13
2005-10-09,1.0,0.33,0.84,1.0,1.0
2005-10-20,2.8,0.8,1.77,2.23,2.38
2005-10-21,0.6,0.18,0.34,0.5,0.6
2005-10-22,8.8,1.4,3.07,3.2,3.2
2005-10-24,3.3,0.8,1.8,2.78,3.33
2005-10-25,21.3,1.0,2.6,4.27,6.66
2005-10-26,0.2,0.2,0.2,0.2,0.2
2005-10-27,1.4,1.0,1.4,1.4,1.4
2005-11-01,7.4,0.87,1.71,2.24,3.73
2005-11-03,11.4,1.13,2.1,3.43,5.49
2005-11-05,4.2,0.41,0.69,1.3,1.7
2005-11-06,1.0,0.16,0.29,0.4,0.59
2005-11-07,1.8,0.3,0.79,1.03,1.42
2005-11-10,1.4,0.33,0.81,1.19,1.4
2005-11-11,2.9,0.43,0.96,1.52,2.52
2005-11-12,2.3,0.62,0.91,1.13,1.59
2005-11-14,5.7,0.34,0.91,1.55,2.77
2005-11-15,0.5,0.07,0.2,0.37,0.51
2005-12-05,1.0,0.18,0.26,0.4,0.67
2005-12-06,0.6,0.27,0.45,0.6,0.6
2005-12-13,0.4,0.15,0.27,0.38,0.4
2005-12-20,0.8,0.16,0.27,0.39,0.73
2005-12-21,1.6,0.22,0.46,0.91,1.6
2005-12-23,0.4,0.11,0.19,0.2,0.2
2006-01-11,1.4,0.23,0.62,1.03,1.32
2006-02-06,0.6,0.22,0.52,0.6,0.6
2006-03-28,1.6,0.37,0.57,0.73,0.8
2006-03-31,1.6,0.22,0.58,0.97,1.42
2006-04-01,0.2,0.2,0.2,0.2,0.2
2006-04-02,0.6,0.3,0.3,0.3,0.3
2006-04-03,0.2,0.2,0.2,0.2,0.2
2006-04-06,3.0,0.46,0.75,0.97,1.28
2006-04-08,1.2,0.35,0.44,0.71,0.8
2006-04-13,0.2,0.16,0.2,0.2,0.2
2006-04-17,0.2,0.09,0.2,0.2,0.2
2006-04-19,8.2,0.73,1.7,3.4,5.57
2006-04-25,0.2,0.03,0.11,0.2,0.2
2006-04-26,0.6,0.6,0.6,0.6,0.6
2006-04-29,1.8,0.33,0.96,1.55,1.8
2006-04-30,3.6,0.4,1.07,2.0,2.98
2006-05-02,2.8,1.1,2.8,2.8,2.8
2006-05-15,1.9,0.08,0.26,0.5,0.96
2006-05-16,4.5,0.25,0.63,1.07,1.6
2006-05-18,8.6,0.86,1.3,2.33,4.08
2006-05-19,9.4,3.2,4.4,4.6,4.6
2006-05-20,6.6,1.0,1.62,2.0,3.24
2006-05-22,8.8,3.2,5.6,6.93,7.2
2006-05-23,0.6,0.32,0.35,0.35,0.35
2006-05-24,10.4,2.0,2.86,3.2,5.2
2006-05-25,1.8,0.65,0.8,1.46,1.8
2006-05-27,0.2,0.15,0.2,0.2,0.2
2006-05-28,5.8,0.55,1.48,2.77,4.12
2006-06-01,0.6,0.33,0.54,0.6,0.6
2006-06-19,16.6,6.1,11.89,12.47,14.2
2006-06-20,1.0,0.27,0.63,0.8,0.8
2006-06-22,2.8,0.57,0.9,1.51,1.78
2006-06-25,0.8,0.4,0.55,0.55,0.55
2006-06-26,20.4,1.0,2.45,4.4,8.2
2006-07-08,0.6,0.29,0.36,0.36,0.36
2006-07-09,1.6,0.77,1.39,1.6,1.6
2006-07-11,13.4,1.6,4.3,5.95,8.66
2006-07-13,1.2,0.4,0.72,1.18,1.2
2006-07-28,9.4,3.2,5.8,8.01,9.4
2006-07-30,0.6,0.31,0.6,0.6,0.6
2006-07-31,4.6,0.67,1.68,2.63,3.65
2006-08-01,4.6,0.93,1.6,1.74,2.2
2006-08-02,20.4,3.41,4.07,5.87,8.1
2006-08-03,3.8,1.0,2.02,2.2,2.2
2006-08-09,1.2,0.26,0.68,0.95,1.2
2006-08-11,12.8,4.63,7.4,8.85,9.0
2006-08-12,11.2,3.7,4.9,5.32,5.67
2006-08-13,0.2,0.18,0.2,0.2,0.2
2006-08-14,0.9,0.55,0.8,0.8,0.8
2006-08-15,75.9,6.4,14.0,25.0,35.0
2006-08-19,12.6,1.45,1.73,3.02,4.8
2006-08-20,4.0,0.55,1.4,1.8,1.93
2006-08-21,7.4,5.8,7.21,7.34,7.4
2006-08-22,5.0,2.64,5.0,5.0,5.0
2006-08-23,5.8,1.2,2.44,3.93,5.55
2006-08-26,7.0,2.87,4.01,4.55,5.19
2006-08-27,47.6,3.6,8.4,12.1,16.45
2006-08-28,0.6,0.21,0.23,0.23,0.43
2006-08-31,3.0,0.55,0.97,1.56,2.59
2006-09-01,4.0,1.0,1.68,2.01,2.3
2006-09-02,3.1,0.43,1.1,1.65,2.7
2006-09-03,2.7,1.0,1.39,1.66,2.24
2006-09-04,2.2,1.6,1.6,1.6,1.74
2006-09-06,1.2,0.67,1.0,1.15,1.2
2006-09-07,0.2,0.05,0.18,0.2,0.2
2006-09-19,1.6,1.2,1.6,1.6,1.6
2006-09-26,8.0,1.8,3.47,5.73,8.0
2006-09-27,5.2,2.0,4.36,4.59,5.06
2006-09-30,15.2,6.0,6.65,6.78,7.78
2006-10-01,2.0,0.37,0.8,0.97,1.18
2006-10-02,2.4,1.21,1.4,1.4,1.4
2006-10-03,2.2,0.65,1.49,2.2,2.2
2006-10-05,0.5,0.2,0.47,0.5,0.5
2006-10-06,13.3,2.47,3.37,4.96,6.59
2006-10-08,0.2,0.08,0.2,0.2,0.2
2006-10-09,0.8,0.69,0.8,0.8,0.8
2006-10-18,10.8,0.5,1.4,2.57,4.24
2006-10-19,0.6,0.13,0.29,0.45,0.6
2006-10-20,8.8,1.1,2.48,3.96,6.23
2006-10-21,1.8,1.0,1.57,1.58,1.58
2006-10-22,4.4,1.55,2.0,2.35,2.35
2006-10-23,9.4,1.0,1.89,3.2,5.34
2006-10-24,1.6,0.34,0.58,0.86,1.26
2006-10-26,10.8,1.0,2.33,4.4,7.02
2006-10-27,1.6,0.75,0.82,0.94,1.37
2006-10-28,13.4,1.2,2.52,3.6,6.67
2006-10-30,6.0,0.33,0.97,1.78,3.05
2006-10-31,10.0,1.2,3.0,4.33,5.2
2006-11-05,0.8,0.25,0.58,0.58,0.71
2006-11-06,0.2,0.08,0.2,0.2,0.2
2006-11-08,28.6,1.4,3.4,5.6,7.13
2006-11-09,8.2,1.2,2.75,4.02,4.2
2006-11-11,5.2,0.44,0.8,1.41,2.14
2006-11-13,1.2,0.8,0.8,0.8,0.88
2006-11-14,0.4,0.18,0.18,0.2,0.2
2006-11-15,0.8,0.36,0.63,0.8,0.8
2006-11-16,0.6,0.06,0.2,0.37,0.6
2006-11-17,1.0,0.45,0.69,0.78,0.78
2006-11-18,0.6,0.18,0.31,0.45,0.6
2006-11-19,0.4,0.11,0.25,0.36,0.4
2006-11-20,1.6,0.24,0.49,0.81,1.0
2006-11-21,2.2,0.21,0.38,0.73,1.19
2006-11-22,0.6,0.19,0.44,0.6,0.6
2006-11-23,4.6,0.31,0.8,1.47,2.4
2006-11-25,6.6,0.73,1.73,2.85,4.17
2006-11-26,7.8,2.68,4.25,5.63,7.8
2006-12-01,0.8,0.27,0.64,0.8,0.8
2006-12-02,6.8,0.55,1.1,1.73,2.87
2006-12-03,3.2,0.34,0.76,1.29,2.34
2006-12-04,3.0,0.9,1.39,2.04,2.79
2006-12-05,0.8,0.2,0.4,0.4,0.4
2006-12-06,3.2,0.6,1.45,1.93,1.93
2006-12-07,2.8,0.27,0.72,1.03,1.39
2006-12-08,17.5,1.53,3.16,4.4,4.89
2006-12-09,2.7,0.68,1.7,1.91,2.36
2006-12-10,0.0,0.03,0.04,0.04,0.04
2006-12-11,10.2,0.6,1.37,2.2,4.27
2006-12-12,0.8,0.28,0.37,0.4,0.8
2006-12-13,12.5,1.02,1.24,2.07,3.6
2006-12-14,3.3,0.29,0.84,1.32,2.34
2006-12-15,1.0,0.15,0.48,0.83,0.96
2006-12-16,1.2,0.09,0.26,0.46,0.75
2006-12-30,5.1,0.6,1.5,1.84,2.2
2006-12-31,13.1,0.85,1.8,3.36,5.0
2007-01-01,6.4,0.6,1.04,1.28,1.57
2007-01-03,3.0,0.23,0.66,1.24,2.08
2007-01-04,7.6,1.5,3.02,3.6,4.47
2007-01-05,0.2,0.07,0.2,0.2,0.2
2007-01-06,2.2,0.8,1.2,1.2,1.2
2007-01-07,1.2,0.46,0.76,0.76,0.76
2007-01-08,1.0,0.15,0.36,0.52,0.59
2007-01-09,2.8,0.33,0.87,1.43,2.24
2007-01-10,1.6,0.43,0.9,1.32,1.6
2007-01-11,5.8,0.8,2.18,2.79,3.64
2007-01-12,3.4,0.93,1.13,1.13,1.82
2007-01-13,0.2,0.05,0.15,0.2,0.2
2007-01-14,4.8,0.56,1.32,2.22,3.4
2007-01-17,5.4,0.48,1.33,2.2,4.2
2007-01-28,3.2,0.6,1.65,2.5,3.2
2007-01-31,4.6,0.28,0.83,1.45,2.28
2007-02-01,0.4,0.08,0.23,0.37,0.4
2007-02-02,1.6,0.65,1.42,1.6,1.6
2007-02-28,1.6,0.16,0.48,0.87,1.47
2007-03-01,0.2,0.11,0.2,0.2,0.2
2007-03-06,2.2,0.48,1.05,1.27,1.85
2007-03-07,1.2,0.45,0.74,0.97,0.99
2007-03-08,0.2,0.04,0.12,0.2,0.2
2007-03-09,1.0,0.11,0.26,0.41,0.82
2007-03-17,0.4,0.09,0.26,0.4,0.4
2007-04-08,1.2,0.09,0.25,0.42,0.6
2007-04-17,0.8,0.8,0.8,0.8,0.8
2007-04-19,6.6,0.29,0.78,1.34,2.5
2007-04-23,2.4,0.2,0.54,0.93,1.65
2007-05-06,4.4,0.65,1.17,1.91,2.85
2007-05-07,5.0,1.65,2.27,3.6,4.1
2007-05-08,0.4,0.2,0.2,0.2,0.2
2007-05-10,3.4,0.68,1.06,1.36,2.18
2007-05-11,0.6,0.37,0.6,0.6,0.6
2007-05-12,2.8,0.73,1.7,2.05,2.8
2007-05-13,0.5,0.1,0.32,0.5,0.51
2007-05-14,7.1,2.8,5.24,6.52,6.9
2007-05-15,0.2,0.2,0.2,0.2,0.2
2007-05-19,1.0,0.6,0.72,0.88,1.0
2007-05-21,2.2,0.3,0.63,0.79,1.4
2007-05-28,9.8,1.3,3.13,4.82,8.57
2007-05-29,2.9,2.4,2.85,2.85,2.85
2007-05-30,7.6,1.2,2.73,3.83,4.99
2007-06-02,1.6,0.43,0.95,1.39,1.39
2007-06-04,0.2,0.05,0.17,0.2,0.2
2007-06-16,18.4,0.87,1.95,3.55,6.33
2007-06-17,3.8,0.74,1.41,1.53,2.2
2007-06-20,2.8,0.7,1.31,1.53,2.4
2007-06-24,4.4,2.9,4.4,4.4,4.4
2007-06-25,11.5,4.8,7.5,9.7,11.3
2007-06-26,15.6,2.5,4.49,6.47,11.65
2007-06-27,15.4,1.0,2.07,3.75,5.97
2007-06-29,4.6,1.92,2.53,2.93,4.0
2007-07-01,4.1,1.8,2.4,2.85,3.24
2007-07-02,8.3,0.77,1.6,2.45,3.5
2007-07-03,5.6,2.05,2.6,2.6,2.6
2007-07-04,11.0,2.7,5.47,7.1,8.49
2007-07-05,10.6,2.0,3.9,4.7,7.67
2007-07-06,14.7,0.8,2.07,3.6,5.53
2007-07-07,5.1,0.44,1.11,1.65,2.75
2007-07-10,5.4,1.5,2.13,2.86,3.0
2007-07-11,4.2,0.76,1.0,1.0,1.03
2007-07-12,4.4,1.64,1.89,3.76,4.12
2007-07-14,0.8,0.31,0.38,0.38,0.4
2007-07-17,13.4,3.73,5.83,6.65,9.41
2007-07-21,0.8,0.29,0.52,0.8,0.8
2007-07-22,14.4,1.5,2.42,3.16,4.72
2007-07-23,3.8,0.93,1.65,2.66,3.6
2007-07-24,3.8,0.5,1.28,2.18,3.3
2007-07-26,1.2,0.2,0.4,0.4,0.49
2007-07-27,2.6,0.51,0.85,0.99,1.6
2007-07-28,1.6,1.5,1.6,1.6,1.6
2007-08-02,0.4,0.2,0.4,0.4,0.4
2007-08-09,0.4,0.4,0.4,0.4,0.4
2007-08-10,2.2,1.2,1.6,1.6,1.6
2007-08-13,0.2,0.2,0.2,0.2,0.2
2007-08-15,2.2,0.6,1.52,1.6,1.67
2007-08-16,6.2,0.67,1.88,2.77,3.47
2007-08-17,0.8,0.6,0.8,0.8,0.8
2007-08-20,18.8,4.0,8.8,9.34,10.19
2007-08-21,1.2,1.2,1.2,1.2,1.2
2007-08-22,1.4,1.03,1.4,1.4,1.4
2007-08-23,1.2,0.42,1.15,1.2,1.2
2007-08-26,3.0,0.95,1.31,1.59,2.55
2007-08-27,5.4,1.8,3.8,4.89,5.4
2007-08-31,3.6,1.12,1.25,1.64,1.8
2007-09-01,0.4,0.19,0.4,0.4,0.4
2007-09-02,1.0,0.29,0.42,0.59,0.59
2007-09-09,1.0,0.13,0.3,0.47,0.89
2007-09-10,19.6,4.0,6.2,7.6,8.04
2007-09-14,6.4,1.27,2.37,3.2,3.6
2007-09-16,2.4,0.34,0.69,0.98,1.0
2007-09-17,0.6,0.31,0.6,0.6,0.6
2007-09-19,1.8,0.69,0.85,0.99,1.0
