Date,agg0,agg10,agg30,agg60,agg120
1994-03-28,0.4,0.04,0.12,0.25,0.4
1994-03-29,0.4,0.22,0.4,0.4,0.4
1994-03-31,4.8,0.93,1.64,2.17,2.65
1994-04-01,5.2,0.55,1.56,2.46,2.74
1994-04-02,1.8,0.31,0.75,1.39,1.8
1994-04-03,1.2,0.21,0.41,0.6,0.6
1994-04-04,7.2,0.4,0.87,1.38,2.68
1994-04-05,0.2,0.2,0.2,0.2,0.2
1994-04-09,1.2,0.28,0.57,0.79,0.8
1994-04-14,2.4,0.28,0.73,1.12,1.58
1994-04-21,1.8,1.09,1.55,1.8,1.8
1994-04-26,1.4,0.25,0.71,1.29,1.4
1994-04-30,4.6,1.6,2.9,4.6,4.6
1994-05-05,3.2,0.42,0.82,1.4,2.74
1994-05-18,0.2,0.09,0.2,0.2,0.2
1994-05-23,0.8,0.11,0.26,0.39,0.4
1994-05-29,2.2,1.0,1.0,1.0,1.33
1994-05-31,2.8,0.23,0.51,0.87,1.58
1994-06-03,0.4,0.24,0.4,0.4,0.4
1994-06-19,0.2,0.2,0.2,0.2,0.2
1994-06-22,0.2,0.2,0.2,0.2,0.2
1994-07-07,1.8,1.22,1.6,1.8,1.8
1994-07-26,0.4,0.23,0.4,0.4,0.4
1994-07-27,1.8,0.6,1.07,1.5,1.8
1994-07-28,6.3,4.2,4.96,6.28,6.31
1994-07-29,2.7,1.4,1.76,2.48,2.69
1994-08-02,4.6,1.0,2.25,3.44,4.6
1994-08-13,12.0,5.7,7.88,8.58,9.6
1994-08-17,10.8,3.6,5.8,8.0,9.95
1994-08-18,41.2,6.2,8.7,13.2,17.24
1994-08-19,0.2,0.18,0.2,0.2,0.2
1994-08-24,14.2,1.7,3.4,4.73,8.63
1994-08-25,23.6,4.0,7.8,10.9,16.16
1994-08-26,8.6,3.3,3.63,5.75,5.75
1994-08-27,19.0,3.8,5.6,8.8,12.31
1994-08-28,6.6,0.93,1.86,2.22,3.38
1994-08-29,1.2,1.0,1.0,1.0,1.0
1994-09-01,7.2,0.52,1.4,2.58,4.43
1994-09-02,4.0,0.35,0.78,1.12,1.56
1994-09-03,9.2,0.65,1.11,2.0,3.9
1994-09-04,3.8,2.0,2.0,2.0,2.0
1994-09-05,0.6,0.55,0.6,0.6,0.6
1994-09-07,3.0,2.07,2.35,2.35,2.8
1994-09-08,1.0,0.4,0.54,1.0,1.02
1994-09-09,39.4,2.0,3.95,6.15,10.53
1994-09-10,0.8,0.4,0.4,0.4,0.4
1994-09-11,12.6,1.3,2.5,4.25,6.98
1994-09-12,6.0,1.2,3.04,4.69,5.94
1994-09-13,9.2,5.4,8.19,8.58,8.93
1994-09-15,60.1,2.1,5.7,10.6,18.8
1994-09-16,17.8,1.23,2.8,4.48,5.52
1994-09-20,1.6,0.64,1.4,1.6,1.6
1994-09-25,0.2,0.04,0.14,0.2,0.2
1994-09-27,3.2,1.33,1.77,1.77,1.77
1994-09-28,11.0,0.55,1.5,2.55,4.25
1994-09-29,2.6,1.35,1.78,1.78,1.97
1994-09-30,1.8,0.33,0.97,1.55,1.55
1994-10-02,11.3,0.8,1.5,2.62,4.13
1994-10-03,5.5,0.5,1.26,1.92,3.4
1994-10-08,3.2,0.31,0.56,0.98,1.7
1994-10-22,1.4,0.53,0.8,0.8,0.8
1994-10-23,4.8,0.75,1.81,1.97,3.06
1994-10-24,1.4,0.41,0.6,1.02,1.4
1994-10-25,1.4,1.15,1.4,1.4,1.4
1994-10-26,0.4,0.2,0.2,0.2,0.2
1994-10-27,0.6,0.4,0.6,0.6,0.6
1994-10-31,8.4,1.4,2.31,2.95,3.87
1994-11-01,0.8,0.53,0.8,0.8,0.8
1994-11-07,0.2,0.04,0.14,0.2,0.2
1994-11-10,2.2,0.42,0.63,0.79,1.22
1994-11-11,1.2,0.44,0.67,0.98,1.2
1994-11-13,9.1,0.5,1.5,2.72,4.65
1994-11-14,13.5,1.2,2.47,3.6,5.24
1994-11-15,7.0,2.4,3.68,4.65,5.15
1994-11-17,5.0,0.52,0.98,1.53,2.4
1994-11-19,3.0,0.23,0.62,1.03,1.49
1994-11-20,6.6,0.4,1.03,1.78,3.0
1994-11-26,0.2,0.09,0.2,0.2,0.2
1994-12-04,4.4,0.47,1.02,1.7,2.0
1994-12-05,5.4,0.9,2.2,3.15,5.1
1994-12-06,4.8,0.87,1.47,1.85,2.45
1994-12-07,1.8,0.24,0.4,0.73,1.18
1994-12-08,2.2,0.5,1.12,1.52,1.6
1994-12-10,2.2,0.3,0.78,1.28,1.85
1994-12-11,2.8,0.22,0.45,0.67,1.19
1994-12-12,5.2,0.6,1.51,2.5,3.9
1994-12-16,2.2,0.35,0.72,1.06,1.69
1994-12-18,1.8,0.22,0.47,0.78,1.56
1994-12-19,0.6,0.53,0.6,0.6,0.6
1994-12-20,0.2,0.18,0.2,0.2,0.2
1994-12-26,1.0,0.62,1.0,1.0,1.0
1994-12-27,1.4,0.12,0.31,0.57,0.95
1994-12-28,8.5,0.83,1.74,2.9,4.84
1994-12-29,4.6,0.73,1.97,2.85,3.65
1994-12-30,2.8,0.56,1.08,1.61,1.8
1994-12-31,0.6,0.22,0.37,0.37,0.37
1995-01-09,4.2,0.33,0.87,1.62,2.96
1995-01-10,0.4,0.09,0.19,0.2,0.2
1995-01-22,2.0,0.64,1.12,1.46,2.0
1995-01-23,0.1,0.14,0.14,0.14,0.14
1995-01-24,0.5,0.22,0.33,0.4,0.4
1995-01-28,0.2,0.08,0.2,0.2,0.2
1995-02-03,0.2,0.04,0.14,0.2,0.2
1995-02-06,0.2,0.11,0.2,0.2,0.2
1995-02-07,0.2,0.2,0.2,0.2,0.2
1995-02-08,0.4,0.24,0.38,0.4,0.4
1995-02-11,1.0,0.26,0.55,0.76,0.76
1995-02-12,7.8,0.73,1.9,3.18,5.22
1995-02-13,0.6,0.28,0.6,0.6,0.6
1995-02-14,2.4,0.33,0.7,1.11,1.84
1995-02-15,3.8,0.75,0.98,1.19,1.65
1995-02-18,0.2,0.2,0.2,0.2,0.2
1995-02-19,4.8,0.56,0.97,1.64,2.58
1995-02-21,0.5,0.4,0.4,0.4,0.5
1995-02-22,4.9,0.56,1.31,2.15,2.97
1995-02-23,1.8,0.4,0.8,0.8,0.8
1995-02-24,1.0,0.8,1.0,1.0,1.0
1995-02-27,1.8,0.36,0.4,0.61,1.08
1995-02-28,4.5,0.67,1.71,2.62,3.58
1995-03-01,5.1,0.29,0.77,1.3,2.05
1995-03-02,0.4,0.2,0.2,0.2,0.2
1995-03-03,0.8,0.25,0.41,0.57,0.6
1995-03-04,5.6,0.42,1.0,1.93,3.02
1995-03-05,2.0,0.16,0.38,0.73,1.0
1995-03-06,0.4,0.14,0.35,0.4,0.4
1995-03-08,1.7,0.21,0.56,1.05,1.6
1995-03-09,0.3,0.16,0.16,0.16,0.16
1995-03-17,6.0,1.8,2.62,2.78,2.78
1995-03-19,3.6,0.43,1.05,1.4,2.4
1995-03-20,0.2,0.2,0.2,0.2,0.2
1995-03-22,0.4,0.09,0.2,0.2,0.23
1995-03-24,7.6,0.7,1.73,3.2,4.6
1995-03-25,0.2,0.2,0.2,0.2,0.2
1995-03-26,0.2,0.07,0.2,0.2,0.2
1995-03-31,5.6,0.34,0.78,1.35,2.36
1995-04-02,0.4,0.35,0.4,0.4,0.4
1995-04-05,0.6,0.06,0.18,0.31,0.4
1995-04-07,10.6,0.77,1.47,2.77,4.85
1995-04-12,0.2,0.18,0.2,0.2,0.2
1995-04-15,3.2,0.37,1.06,1.81,2.36
1995-04-16,2.2,0.64,1.31,1.6,1.6
1995-04-21,0.4,0.05,0.17,0.32,0.4
1995-04-27,2.8,0.85,1.55,2.05,2.8
1995-05-08,18.4,1.95,2.6,3.85,6.02
1995-05-14,0.4,0.4,0.4,0.4,0.4
1995-05-15,1.2,0.45,0.6,0.6,0.6
1995-05-16,1.4,0.47,0.68,0.86,1.0
1995-05-17,0.3,0.15,0.3,0.32,0.32
1995-05-18,1.7,0.21,0.37,0.63,1.06
1995-05-20,1.0,0.56,1.0,1.0,1.0
1995-05-29,3.4,0.87,2.04,2.35,3.21
1995-05-31,0.2,0.07,0.2,0.2,0.2
1995-06-01,6.2,0.47,1.04,1.8,2.23
1995-06-08,1.4,0.81,1.07,1.36,1.4
1995-06-11,4.6,3.2,3.2,3.2,3.2
1995-06-12,7.0,2.4,4.2,6.1,7.0
1995-06-13,3.5,1.2,2.43,3.07,3.11
1995-06-14,0.7,0.16,0.29,0.44,0.48
1995-06-15,0.2,0.18,0.2,0.2,0.2
1995-06-16,0.8,0.47,0.8,0.8,0.8
1995-06-18,5.6,2.0,2.8,4.6,4.6
1995-06-20,1.6,0.33,0.85,1.51,1.6
1995-06-21,2.6,0.87,1.38,2.38,2.6
1995-07-04,2.8,0.97,1.9,2.67,2.8
1995-07-13,13.0,7.8,9.6,11.3,13.0
1995-07-24,0.4,0.03,0.11,0.4,0.4
1995-08-25,9.6,3.8,5.76,6.9,8.73
1995-08-29,0.6,0.4,0.6,0.6,0.6
1995-09-01,1.8,0.6,0.72,1.3,1.59
1995-09-03,15.8,1.6,4.27,6.75,8.16
1995-09-04,5.0,1.1,2.6,3.25,3.4
1995-09-06,9.8,3.0,4.7,4.7,4.7
1995-09-09,1.2,0.29,0.48,0.61,0.61
1995-09-10,11.6,1.31,2.49,4.13,5.15
1995-09-11,2.5,0.55,0.95,1.4,1.89
1995-09-12,2.1,0.22,0.48,0.61,0.76
1995-09-14,1.8,0.5,1.17,1.63,1.8
1995-09-16,11.3,1.0,1.63,3.08,4.07
1995-09-17,1.7,0.14,0.41,0.59,0.99
1995-09-24,0.4,0.4,0.4,0.4,0.4
1995-09-25,3.6,0.35,0.78,1.4,2.46
1995-09-27,5.0,1.03,1.8,1.8,2.4
1995-09-28,19.4,1.4,3.9,5.63,7.08
1995-09-29,4.2,1.15,1.6,2.03,3.74
1995-10-04,5.8,4.6,4.8,4.8,4.8
1995-10-05,7.0,1.3,2.29,3.37,4.76
1995-10-07,0.2,0.04,0.14,0.2,0.2
1995-10-19,1.0,0.2,0.48,0.68,0.98
1995-10-20,0.6,0.6,0.6,0.6,0.6
1995-10-25,0.6,0.29,0.4,0.4,0.4
1995-10-26,0.3,0.2,0.2,0.2,0.32
1995-10-27,6.9,2.4,2.71,3.89,5.16
1995-10-28,0.8,0.25,0.42,0.75,0.8
1995-10-30,0.8,0.22,0.61,0.81,0.82
1995-10-31,19.2,1.2,2.73,4.5,7.42
1995-11-01,3.8,0.62,0.9,1.09,1.2
1995-11-03,0.2,0.05,0.17,0.2,0.2
1995-11-08,2.4,0.38,0.65,1.24,1.82
1995-11-10,3.3,0.25,0.67,1.22,1.6
1995-11-11,12.9,0.44,1.05,1.78,3.0
1995-11-15,18.2,1.8,3.73,5.8,7.93
1995-11-22,0.4,0.08,0.2,0.2,0.2
1995-11-28,0.2,0.07,0.2,0.2,0.2
1995-12-10,0.4,0.08,0.22,0.35,0.4
1995-12-12,0.2,0.05,0.16,0.2,0.2
1995-12-21,0.8,0.16,0.35,0.63,0.8
1996-01-12,0.8,0.21,0.33,0.47,0.6
1996-01-13,0.6,0.14,0.18,0.27,0.4
1996-02-12,0.6,0.1,0.28,0.4,0.4
1996-02-15,0.2,0.04,0.14,0.2,0.2
1996-02-16,7.8,0.8,1.87,3.23,4.9
1996-05-19,3.8,0.63,1.35,2.0,2.0
1996-05-20,13.6,0.93,1.2,1.8,3.05
1996-05-21,12.8,0.46,1.15,2.1,3.65
1996-05-23,0.4,0.2,0.2,0.2,0.22
1996-05-24,3.2,0.73,1.27,1.69,2.2
1996-05-29,5.2,0.43,1.17,1.96,3.64
1996-06-08,4.8,2.1,2.6,2.6,2.6
1996-06-10,0.2,0.16,0.2,0.2,0.2
1996-06-11,1.9,0.48,0.95,1.51,1.87
1996-06-12,1.1,0.33,0.48,0.9,0.9
1996-06-18,0.2,0.2,0.2,0.2,0.2
1996-06-29,2.0,0.31,0.68,1.03,1.5
1996-06-30,1.0,0.3,0.37,0.43,0.6
1996-07-03,1.3,0.33,0.67,0.95,1.04
1996-07-04,3.9,0.52,1.2,2.05,3.22
1996-07-05,1.2,0.51,0.6,0.6,1.2
1996-07-07,3.2,1.61,1.68,1.78,1.8
1996-07-08,13.0,3.0,5.8,6.11,11.94
1996-07-29,10.8,0.52,1.55,2.8,4.38
1996-07-30,1.6,0.38,0.64,1.02,1.61
1996-07-31,0.8,0.4,0.66,0.79,0.8
1996-08-01,0.6,0.6,0.6,0.6,0.6
1996-08-08,5.0,1.08,1.56,1.56,2.17
1996-08-24,20.2,8.6,13.7,15.7,16.7
1996-08-26,40.2,16.2,34.25,38.57,40.2
1996-08-27,4.8,4.4,4.8,4.8,4.8
1996-08-29,13.0,3.0,5.87,7.6,9.53
1996-08-31,0.4,0.4,0.4,0.4,0.4
1996-09-01,7.8,2.7,3.86,6.38,7.45
1996-09-11,2.8,1.5,2.02,2.2,2.4
1996-09-12,3.0,1.15,1.53,3.0,3.0
1996-09-14,0.4,0.32,0.4,0.4,0.4
1996-09-25,1.2,0.16,0.4,0.59,0.8
1996-09-27,6.0,0.64,1.24,1.92,2.98
1996-09-29,18.4,1.2,3.4,5.8,10.0
1996-09-30,2.2,0.55,1.23,1.58,2.2
1996-10-02,0.2,0.2,0.2,0.2,0.2
1996-10-03,0.1,0.04,0.09,0.09,0.09
1996-10-04,3.3,0.83,1.28,2.04,3.11
1996-10-05,0.2,0.2,0.2,0.2,0.2
1996-10-09,0.2,0.2,0.2,0.2,0.2
1996-10-16,14.2,0.93,2.2,4.07,6.91
1996-10-17,17.5,1.0,2.65,4.87,8.7
1996-10-19,1.2,0.45,1.02,1.2,1.2
1996-10-20,11.4,1.5,4.2,6.5,10.2
1996-10-21,9.0,0.45,1.11,1.67,2.83
1996-10-26,1.2,0.63,1.02,1.14,1.2
1996-10-27,12.6,0.93,2.53,4.73,7.64
1996-10-28,3.2,0.65,0.93,1.22,1.4
1996-10-29,0.4,0.37,0.4,0.4,0.4
1996-10-30,0.2,0.14,0.2,0.2,0.2
1996-10-31,5.6,0.55,1.2,2.13,3.11
1996-11-01,2.6,0.4,0.8,1.12,1.67
1996-11-02,2.4,0.87,1.72,2.13,2.38
1996-11-03,1.8,0.27,0.52,1.03,1.4
1996-11-04,6.0,0.4,0.84,1.55,2.78
1996-11-05,6.8,0.7,1.76,2.4,2.8
1996-11-06,16.4,2.4,2.93,3.42,5.8
1996-11-08,2.6,1.03,1.44,1.6,1.6
1996-11-09,1.8,0.81,0.93,1.19,1.39
1996-11-11,8.2,0.43,1.04,1.68,2.73
1996-11-12,17.0,0.8,2.25,3.92,5.6
1996-11-13,0.2,0.05,0.16,0.2,0.2
1996-11-16,1.0,0.2,0.34,0.54,0.8
1996-11-17,2.9,0.29,0.71,1.14,1.48
1996-11-18,1.4,0.2,0.36,0.55,0.55
1996-11-19,4.0,0.16,0.37,0.63,1.06
1996-11-20,4.4,1.0,1.45,1.62,2.89
1996-11-21,0.2,0.04,0.12,0.2,0.2
1996-11-22,2.0,0.3,0.8,1.24,1.6
1996-11-26,0.6,0.11,0.3,0.56,0.6
1996-11-27,0.2,0.03,0.1,0.2,0.2
1996-11-29,1.0,0.42,0.73,0.97,1.0
1996-11-30,1.6,0.09,0.27,0.4,0.68
1996-12-01,2.4,0.34,0.9,1.29,2.18
1996-12-02,0.2,0.03,0.1,0.2,0.2
1996-12-03,2.1,0.27,0.61,0.73,1.13
1996-12-04,7.7,0.57,1.2,2.24,4.25
1996-12-12,0.2,0.08,0.2,0.2,0.2
1996-12-14,6.4,0.36,0.76,1.36,2.44
1996-12-18,0.2,0.04,0.13,0.2,0.2
1997-01-12,6.0,0.52,1.45,2.63,4.67
1997-01-23,0.2,0.05,0.16,0.2,0.2
1997-02-03,1.0,0.51,0.82,1.0,1.0
1997-02-04,9.0,0.5,1.4,2.36,3.29
1997-02-06,1.0,0.75,1.0,1.0,1.0
1997-02-07,1.0,0.23,0.49,0.78,1.0
1997-02-09,1.4,0.27,0.68,1.14,1.4
1997-02-10,2.8,0.22,0.5,0.98,1.8
1997-02-11,5.4,0.6,1.34,2.01,2.4
1997-02-12,3.6,0.37,0.92,1.61,2.66
1997-02-13,5.8,0.75,0.97,1.0,1.19
1997-02-18,14.0,0.47,1.28,2.3,4.06
1997-02-19,4.5,0.3,0.9,1.61,2.6
1997-02-20,1.9,0.25,0.63,1.04,1.2
1997-02-21,13.2,0.9,2.4,4.47,7.75
1997-02-22,0.8,0.29,0.65,0.8,0.8
1997-02-23,2.9,0.28,0.6,1.09,1.46
1997-02-24,6.5,0.5,1.14,2.22,2.91
1997-02-25,7.4,0.8,2.1,2.72,3.18
1997-02-26,0.2,0.2,0.2,0.2,0.2
1997-03-02,5.8,0.4,1.13,2.23,4.08
1997-03-03,0.2,0.2,0.2,0.2,0.2
1997-03-06,0.6,0.13,0.38,0.6,0.6
1997-03-13,1.1,0.21,0.39,0.65,1.06
1997-03-14,1.9,0.63,0.8,0.88,0.94
1997-03-15,0.6,0.18,0.32,0.57,0.6
1997-03-26,10.2,1.22,1.65,2.97,4.51
1997-04-03,5.2,0.6,1.17,1.78,3.11
1997-04-21,1.0,0.31,0.62,0.8,1.0
1997-04-23,2.8,0.33,0.66,1.06,1.69
1997-04-24,13.2,0.55,1.5,2.57,4.07
1997-04-28,2.5,0.43,1.1,1.62,1.8
1997-04-29,0.3,0.06,0.15,0.26,0.29
1997-05-04,11.4,0.57,1.23,2.43,4.49
1997-05-11,3.6,1.2,1.27,1.38,2.15
1997-05-12,3.6,1.49,1.6,1.6,2.96
1997-05-13,3.6,2.6,3.2,3.6,3.6
1997-05-14,5.2,2.2,4.2,4.2,4.2
1997-05-18,0.4,0.3,0.4,0.4,0.4
1997-05-19,4.4,0.25,0.63,1.16,1.94
1997-05-20,13.4,0.5,1.28,2.31,3.58
1997-05-21,1.0,0.13,0.39,0.58,1.01
1997-05-23,1.0,0.24,0.46,0.83,1.0
1997-05-26,9.8,0.47,1.16,2.0,3.33
1997-05-27,31.4,5.7,11.6,15.14,15.6
1997-06-13,3.4,1.2,1.2,1.2,1.2
1997-06-14,2.6,2.1,2.6,2.6,2.6
1997-06-21,29.0,11.0,16.5,17.2,17.2
1997-06-22,0.4,0.3,0.4,0.4,0.4
1997-06-23,2.2,0.83,1.4,1.63,1.8
1997-06-26,0.4,0.31,0.4,0.4,0.4
1997-06-27,19.0,1.07,2.6,4.24,6.18
1997-06-28,4.2,1.4,2.7,3.4,3.4
1997-06-29,1.4,1.4,1.4,1.4,1.4
1997-06-30,1.2,0.93,1.2,1.2,1.2
1997-07-01,0.6,0.41,0.56,0.6,0.6
1997-07-02,1.8,0.83,1.2,1.2,1.2
1997-07-03,0.4,0.13,0.2,0.2,0.2
1997-07-11,4.2,2.4,2.62,3.9,3.9
1997-07-24,3.4,1.23,1.8,1.97,1.97
1997-07-25,1.8,0.93,1.8,1.8,1.8
1997-07-26,0.8,0.39,0.69,0.8,0.8
1997-07-27,21.6,1.2,3.07,5.0,9.53
1997-07-30,11.6,2.0,4.2,5.58,8.25
1997-07-31,14.0,5.7,6.4,6.4,7.58
1997-08-18,0.2,0.2,0.2,0.2,0.2
1997-08-22,1.6,0.8,1.32,1.38,1.6
1997-08-24,0.2,0.2,0.2,0.2,0.2
1997-08-25,9.4,5.8,9.09,9.4,9.4
1997-08-26,20.4,10.2,15.08,16.32,16.4
1997-08-27,2.8,0.31,0.84,1.19,1.94
1997-08-29,9.2,0.48,1.2,2.36,4.05
1997-08-31,7.6,3.1,7.1,7.6,7.6
1997-09-02,9.2,1.07,2.4,3.85,5.99
1997-09-04,6.2,0.87,1.61,2.08,2.37
1997-09-06,3.6,1.2,1.27,1.39,2.3
1997-09-07,0.6,0.6,0.6,0.6,0.6
1997-09-08,2.4,0.42,0.68,1.09,1.18
1997-09-09,1.0,1.0,1.0,1.0,1.0
1997-09-12,1.6,0.34,0.75,1.2,1.2
1997-09-13,3.2,1.6,2.08,2.33,2.4
1997-09-14,1.8,0.9,1.35,1.4,1.4
1997-09-15,2.0,0.29,0.89,1.31,1.69
1997-09-29,0.8,0.2,0.29,0.42,0.6
1997-10-01,10.4,2.2,5.6,7.59,8.7
1997-10-03,0.4,0.21,0.29,0.4,0.4
1997-10-04,3.2,0.29,0.85,1.47,2.16
1997-10-06,0.6,0.34,0.6,0.6,0.6
1997-10-07,5.2,1.04,1.46,1.82,2.84
1997-10-08,0.2,0.2,0.2,0.2,0.2
1997-10-09,20.2,1.1,2.67,4.8,8.75
1997-10-10,5.8,0.73,1.67,3.2,4.5
1997-10-17,4.8,0.29,0.74,1.15,2.01
1997-10-22,5.2,1.6,2.8,2.8,3.2
1997-10-28,1.8,0.37,0.6,0.68,1.18
1997-11-05,4.8,0.7,1.51,2.4,2.75
1997-11-06,4.0,0.75,1.57,2.44,3.41
1997-11-07,11.0,0.73,2.07,3.67,6.36
1997-11-08,0.6,0.16,0.4,0.4,0.4
1997-11-10,0.2,0.2,0.2,0.2,0.2
1997-11-11,1.6,0.55,1.2,1.55,1.6
1997-11-12,1.2,0.8,1.09,1.2,1.2
1997-11-20,0.2,0.08,0.2,0.2,0.2
1997-11-21,1.2,0.2,0.53,0.9,1.2
1997-11-22,0.1,0.05,0.09,0.09,0.09
1997-11-23,0.9,0.1,0.31,0.54,0.81
1997-11-29,10.0,0.4,1.2,2.11,3.13
1997-12-06,3.4,0.22,0.58,1.1,1.97
1997-12-07,2.8,0.29,0.69,1.1,2.12
1997-12-09,0.4,0.24,0.4,0.4,0.4
1997-12-10,9.9,0.8,1.77,2.83,5.15
1997-12-11,1.1,0.54,0.66,0.83,1.13
1997-12-13,1.4,0.48,1.21,1.4,1.4
1997-12-20,2.2,0.2,0.49,0.78,1.2
1997-12-24,3.8,0.44,1.13,2.13,3.49
1997-12-25,20.6,1.0,2.5,3.85,7.03
1997-12-26,1.3,0.33,0.4,0.4,0.4
1997-12-28,2.2,0.8,1.75,2.2,2.2
1997-12-30,2.0,0.25,0.6,0.91,0.99
1997-12-31,2.8,0.18,0.51,0.98,1.56
1998-01-02,1.0,0.15,0.43,0.68,1.0
1998-01-03,8.8,1.1,1.7,3.0,4.23
1998-01-04,16.2,0.67,2.07,4.05,7.87
1998-01-05,2.2,0.31,0.74,1.34,1.6
1998-01-06,1.0,0.43,0.84,1.0,1.0
1998-01-07,8.2,1.3,2.73,3.2,3.73
1998-01-08,1.6,0.75,1.16,1.19,1.19
1998-01-09,4.4,0.33,0.93,1.54,2.26
1998-01-15,4.8,0.4,0.96,1.83,2.97
1998-01-16,0.4,0.23,0.4,0.4,0.4
1998-01-18,0.2,0.04,0.13,0.2,0.2
1998-01-23,0.6,0.15,0.42,0.6,0.6
1998-02-04,2.4,0.13,0.38,0.61,1.13
1998-02-07,0.6,0.07,0.21,0.35,0.6
1998-02-08,0.4,0.09,0.27,0.4,0.4
1998-02-11,8.2,0.5,1.44,2.48,3.92
1998-02-12,5.1,0.37,1.0,1.83,3.58
1998-02-13,4.9,0.33,1.03,1.8,2.52
1998-02-14,0.3,0.1,0.2,0.2,0.2
1998-02-15,1.3,0.12,0.34,0.66,1.08
1998-02-16,4.8,0.45,0.95,1.46,2.6
1998-02-21,2.2,0.25,0.67,1.04,1.56
1998-02-23,0.2,0.05,0.17,0.2,0.2
1998-02-24,1.6,0.25,0.51,0.84,1.6
1998-03-01,0.2,0.2,0.2,0.2,0.2
1998-03-02,2.0,0.42,0.64,0.87,1.4
1998-03-03,3.2,0.18,0.44,0.76,1.23
1998-03-04,0.3,0.06,0.18,0.2,0.2
1998-03-05,0.9,0.2,0.58,0.8,0.91
1998-03-14,0.4,0.04,0.14,0.27,0.4
1998-03-16,3.2,0.25,0.7,1.06,1.61
1998-03-27,0.4,0.06,0.19,0.29,0.4
1998-04-05,2.2,0.4,0.81,0.95,0.95
1998-04-11,7.2,1.07,2.33,4.25,5.93
1998-04-12,0.4,0.2,0.32,0.4,0.4
1998-04-15,2.2,0.44,0.83,1.0,1.22
1998-04-16,9.0,0.4,0.82,1.44,2.8
1998-04-17,1.0,0.5,0.6,0.6,0.8
1998-04-19,1.4,0.33,0.97,1.4,1.4
1998-04-24,0.4,0.1,0.26,0.4,0.4
1998-04-25,1.4,0.29,0.72,1.06,1.4
1998-04-27,0.6,0.09,0.26,0.44,0.6
1998-04-29,2.0,0.24,0.48,0.93,1.18
1998-05-03,5.6,1.4,2.04,2.93,4.26
1998-05-05,0.6,0.55,0.6,0.6,0.6
1998-05-06,7.0,1.1,2.32,3.32,4.0
1998-05-07,2.2,0.33,0.82,1.28,1.89
1998-05-08,0.3,0.24,0.28,0.28,0.28
1998-05-09,0.1,0.05,0.12,0.12,0.12
1998-05-11,6.8,1.1,2.6,3.86,5.36
1998-05-25,0.4,0.35,0.4,0.4,0.4
1998-05-26,16.4,5.13,6.0,7.4,7.4
1998-05-27,3.2,0.73,1.63,1.8,1.8
1998-05-31,0.4,0.31,0.4,0.4,0.4
1998-06-03,3.0,0.9,2.45,2.79,2.79
1998-06-07,5.8,0.52,1.42,2.11,3.07
1998-06-08,1.0,1.0,1.0,1.0,1.0
1998-06-09,4.8,0.73,1.06,1.62,1.97
1998-06-10,1.2,0.42,0.74,0.79,0.79
1998-06-16,3.4,0.53,1.5,2.52,3.15
1998-06-17,6.6,1.2,1.52,1.6,2.56
1998-06-18,0.4,0.4,0.4,0.4,0.4
1998-06-22,3.4,1.8,3.4,3.4,3.4
1998-06-25,1.2,0.62,0.75,1.2,1.2
1998-06-26,0.4,0.21,0.31,0.4,0.4
1998-06-27,2.4,0.27,0.63,0.86,1.66
1998-06-28,13.8,2.8,5.87,8.25,10.27
1998-06-29,2.6,1.6,1.6,1.6,1.6
1998-06-30,7.2,5.0,6.6,6.6,6.6
1998-07-01,3.0,0.9,1.56,1.73,2.2
1998-07-05,0.6,0.31,0.54,0.6,0.6
1998-07-07,20.4,1.7,4.4,7.5,13.3
1998-07-11,2.6,0.41,0.61,0.84,1.48
1998-07-12,1.2,0.26,0.6,0.74,1.14
1998-07-13,0.6,0.56,0.62,0.62,0.62
1998-07-14,7.5,1.48,2.4,2.4,2.4
1998-07-15,3.9,0.5,0.85,1.02,1.82
1998-07-17,1.1,0.45,0.6,0.6,0.6
1998-07-18,5.1,1.83,2.0,2.0,2.0
1998-07-19,8.8,2.27,4.27,6.48,8.7
1998-07-21,0.6,0.6,0.6,0.6,0.6
1998-07-24,0.8,0.42,0.64,0.8,0.8
1998-07-25,1.6,1.21,1.35,1.6,1.6
1998-07-29,4.5,0.87,2.02,2.48,2.76
1998-07-30,47.9,4.4,11.6,18.7,28.0
1998-08-03,1.0,0.35,0.73,0.99,1.0
1998-08-04,0.4,0.1,0.25,0.4,0.4
1998-08-05,3.8,2.5,3.2,3.2,3.4
1998-08-06,5.0,0.66,1.43,2.25,2.56
1998-08-08,4.6,1.0,1.36,1.63,2.59
1998-08-12,16.6,6.6,9.8,11.83,16.31
1998-08-13,1.2,0.7,0.7,0.7,0.7
1998-08-15,6.4,1.5,2.25,3.22,4.36
1998-08-16,0.1,0.05,0.05,0.05,0.05
1998-08-17,0.7,0.36,0.36,0.36,0.36
1998-08-20,11.2,2.3,5.2,6.1,7.16
1998-08-21,19.0,2.0,3.2,5.0,7.8
1998-08-25,0.6,0.37,0.54,0.6,0.6
1998-08-28,1.4,1.4,1.4,1.4,1.4
1998-08-29,8.2,2.25,3.36,4.91,5.55
1998-08-30,2.8,0.67,1.8,2.55,2.8
1998-09-05,0.2,0.2,0.2,0.2,0.2
1998-09-09,14.6,2.9,4.84,5.43,6.05
1998-09-10,1.2,0.33,0.4,0.4,0.73
1998-09-11,3.4,1.8,1.8,1.8,1.8
